,album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
576,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0bDdOBGVCFVt0f8N9ldW1k'}, 'href': 'https://api.spotify.com/v1/artists/0bDdOBGVCFVt0f8N9ldW1k', 'id': '0bDdOBGVCFVt0f8N9ldW1k', 'name': 'BEN', 'type': 'artist', 'uri': 'spotify:artist:0bDdOBGVCFVt0f8N9ldW1k'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4q7e71vMAkZxX2gfVAZz7s'}, 'href': 'https://api.spotify.com/v1/albums/4q7e71vMAkZxX2gfVAZz7s', 'id': '4q7e71vMAkZxX2gfVAZz7s', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733318a154dc55ea2ecdb076bc', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023318a154dc55ea2ecdb076bc', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513318a154dc55ea2ecdb076bc', 'width': 64}], 'name': 'Introverted Boss (Original Tv Soundtrack) Part 2', 'release_date': '2017-01-24', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:4q7e71vMAkZxX2gfVAZz7s'}",BEN,1,247001,False,{'isrc': 'KRA491600956'},{'spotify': 'https://open.spotify.com/track/3waAj8Eb6W0wssy0z7WAqi'},https://api.spotify.com/v1/tracks/3waAj8Eb6W0wssy0z7WAqi,3waAj8Eb6W0wssy0z7WAqi,False,True,Memory,49,https://p.scdn.co/mp3-preview/25a7c343e0b61e27425baddb41a7c6c755f6565c?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:3waAj8Eb6W0wssy0z7WAqi,0.437,0.495,7,-3.349,1,0.0279,0.825,0.0,0.0848,0.145,128.729,247002,3
577,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0bDdOBGVCFVt0f8N9ldW1k'}, 'href': 'https://api.spotify.com/v1/artists/0bDdOBGVCFVt0f8N9ldW1k', 'id': '0bDdOBGVCFVt0f8N9ldW1k', 'name': 'BEN', 'type': 'artist', 'uri': 'spotify:artist:0bDdOBGVCFVt0f8N9ldW1k'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4gbJXOF7sByWg5P6VrpoN3'}, 'href': 'https://api.spotify.com/v1/albums/4gbJXOF7sByWg5P6VrpoN3', 'id': '4gbJXOF7sByWg5P6VrpoN3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739b6fd93d4a0dd43677aa35d3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029b6fd93d4a0dd43677aa35d3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519b6fd93d4a0dd43677aa35d3', 'width': 64}], 'name': 'Thank you for Goodbye', 'release_date': '2019-07-03', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:4gbJXOF7sByWg5P6VrpoN3'}",BEN,1,253985,False,{'isrc': 'KRB471900879'},{'spotify': 'https://open.spotify.com/track/6Bg4lDnamQKDVbiV7M53z1'},https://api.spotify.com/v1/tracks/6Bg4lDnamQKDVbiV7M53z1,6Bg4lDnamQKDVbiV7M53z1,False,True,Thank you for Goodbye,47,https://p.scdn.co/mp3-preview/ea523bcd3bb31a2ec4a2162e9d44fcd28ba40458?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:6Bg4lDnamQKDVbiV7M53z1,0.582,0.639,11,-4.66,0,0.0458,0.87,0.0,0.127,0.302,133.668,253985,3
578,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0bDdOBGVCFVt0f8N9ldW1k'}, 'href': 'https://api.spotify.com/v1/artists/0bDdOBGVCFVt0f8N9ldW1k', 'id': '0bDdOBGVCFVt0f8N9ldW1k', 'name': 'BEN', 'type': 'artist', 'uri': 'spotify:artist:0bDdOBGVCFVt0f8N9ldW1k'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2hEI4wV5hL1hioRpwwGBJc'}, 'href': 'https://api.spotify.com/v1/albums/2hEI4wV5hL1hioRpwwGBJc', 'id': '2hEI4wV5hL1hioRpwwGBJc', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fc1979594927084b7cf42b86', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fc1979594927084b7cf42b86', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fc1979594927084b7cf42b86', 'width': 64}], 'name': 'RECIPE', 'release_date': '2018-05-08', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:2hEI4wV5hL1hioRpwwGBJc'}",BEN,1,270709,False,{'isrc': 'KRB471800668'},{'spotify': 'https://open.spotify.com/track/269Fxuy0WNGk4nnI8M5LdK'},https://api.spotify.com/v1/tracks/269Fxuy0WNGk4nnI8M5LdK,269Fxuy0WNGk4nnI8M5LdK,False,True,"Love, ing",33,https://p.scdn.co/mp3-preview/e392b2bc8fedc8a0d1e85a4cf46c56f86a1b0e93?cid=ef4c80d91330490ebcdf815a11c05719,4,track,spotify:track:269Fxuy0WNGk4nnI8M5LdK,0.498,0.405,11,-5.129,1,0.0331,0.666,0.0,0.106,0.237,133.577,270709,4
579,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0bDdOBGVCFVt0f8N9ldW1k'}, 'href': 'https://api.spotify.com/v1/artists/0bDdOBGVCFVt0f8N9ldW1k', 'id': '0bDdOBGVCFVt0f8N9ldW1k', 'name': 'BEN', 'type': 'artist', 'uri': 'spotify:artist:0bDdOBGVCFVt0f8N9ldW1k'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2wvAeSSqPOJdNGopeVPkbs'}, 'href': 'https://api.spotify.com/v1/albums/2wvAeSSqPOJdNGopeVPkbs', 'id': '2wvAeSSqPOJdNGopeVPkbs', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273c45ad78dcb05d008716f1f9d', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02c45ad78dcb05d008716f1f9d', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851c45ad78dcb05d008716f1f9d', 'width': 64}], 'name': 'A Korean Odyssey (Original Television Soundtrack), Pt. 6', 'release_date': '2018-02-03', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:2wvAeSSqPOJdNGopeVPkbs'}",BEN,1,251805,False,{'isrc': 'KRA491800093'},{'spotify': 'https://open.spotify.com/track/36lIhJSCgrtR2SEexrBUu9'},https://api.spotify.com/v1/tracks/36lIhJSCgrtR2SEexrBUu9,36lIhJSCgrtR2SEexrBUu9,False,True,If We Were Destined,43,https://p.scdn.co/mp3-preview/107f1458ba7737f40cf89a06ad73aa37f694a4a7?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:36lIhJSCgrtR2SEexrBUu9,0.4,0.486,9,-5.488,0,0.0459,0.791,0.0,0.0757,0.214,143.383,251805,4
580,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7I8EhqokYSgC6vt9kISL6J'}, 'href': 'https://api.spotify.com/v1/albums/7I8EhqokYSgC6vt9kISL6J', 'id': '7I8EhqokYSgC6vt9kISL6J', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273efc1753e210311d4f2ee02a9', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02efc1753e210311d4f2ee02a9', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851efc1753e210311d4f2ee02a9', 'width': 64}], 'name': 'Crash Landing on You (Original Television Soundtrack), Pt. 3', 'release_date': '2019-12-29', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:7I8EhqokYSgC6vt9kISL6J'}",Davichi,1,216734,False,{'isrc': 'KRA491901246'},{'spotify': 'https://open.spotify.com/track/27srzsrTPJ2KiABGZ0rP5a'},https://api.spotify.com/v1/tracks/27srzsrTPJ2KiABGZ0rP5a,27srzsrTPJ2KiABGZ0rP5a,False,True,Sunset,66,https://p.scdn.co/mp3-preview/89077b5d46d9a2a030e554271c656140543f54a4?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:27srzsrTPJ2KiABGZ0rP5a,0.479,0.292,8,-8.161,1,0.031,0.894,0.0,0.121,0.206,131.855,216735,4
581,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3NnCgQwNBmXdppDt9PSpmu'}, 'href': 'https://api.spotify.com/v1/albums/3NnCgQwNBmXdppDt9PSpmu', 'id': '3NnCgQwNBmXdppDt9PSpmu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e547d44cb1b1929ec9a36b3e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e547d44cb1b1929ec9a36b3e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e547d44cb1b1929ec9a36b3e', 'width': 64}], 'name': 'Descendants Of The Sun (Original Television Soundtrack) Pt.3', 'release_date': '2016-03-03', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:3NnCgQwNBmXdppDt9PSpmu'}",Davichi,1,225171,False,{'isrc': 'KRA341610132'},{'spotify': 'https://open.spotify.com/track/1mh5s6XJ3RLJBRPErACsHW'},https://api.spotify.com/v1/tracks/1mh5s6XJ3RLJBRPErACsHW,1mh5s6XJ3RLJBRPErACsHW,False,True,This Love,65,https://p.scdn.co/mp3-preview/b142d24714aef923ff3d05ba0ee58ede3b3fbddc?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1mh5s6XJ3RLJBRPErACsHW,0.405,0.445,9,-4.309,1,0.0337,0.745,0.0,0.194,0.222,138.76,225171,4
582,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6ZGUvD476odOT0J0SdK8L5'}, 'href': 'https://api.spotify.com/v1/albums/6ZGUvD476odOT0J0SdK8L5', 'id': '6ZGUvD476odOT0J0SdK8L5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736a29d6d1837d04efd579f1c3', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026a29d6d1837d04efd579f1c3', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516a29d6d1837d04efd579f1c3', 'width': 64}], 'name': 'The King: Eternal Monarch (Original Television Soundtrack), Pt. 6', 'release_date': '2020-05-03', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:6ZGUvD476odOT0J0SdK8L5'}",Davichi,1,235293,False,{'isrc': 'KRA492000549'},{'spotify': 'https://open.spotify.com/track/5pmhDbaeNG5Y31mCGK07JE'},https://api.spotify.com/v1/tracks/5pmhDbaeNG5Y31mCGK07JE,5pmhDbaeNG5Y31mCGK07JE,False,True,Please Don't Cry,62,https://p.scdn.co/mp3-preview/74e07a24a8319e958647b4b1d9eff298d8b10348?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5pmhDbaeNG5Y31mCGK07JE,0.365,0.422,5,-6.788,1,0.0373,0.836,0.0,0.109,0.391,136.767,235293,4
583,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2h1hXSJ9CtXJ3RJtCIMsYr'}, 'href': 'https://api.spotify.com/v1/albums/2h1hXSJ9CtXJ3RJtCIMsYr', 'id': '2h1hXSJ9CtXJ3RJtCIMsYr', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27344ac1703f6b480814338d282', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0244ac1703f6b480814338d282', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485144ac1703f6b480814338d282', 'width': 64}], 'name': 'Moonlovers: Scarlet Heart Ryeo (Original Television Soundtrack), Pt 4', 'release_date': '2016-09-06', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:2h1hXSJ9CtXJ3RJtCIMsYr'}",Davichi,1,192430,False,{'isrc': 'KRA491600564'},{'spotify': 'https://open.spotify.com/track/59OFG0mm09ve4i3RcbmdwB'},https://api.spotify.com/v1/tracks/59OFG0mm09ve4i3RcbmdwB,59OFG0mm09ve4i3RcbmdwB,False,True,Forgetting You,59,https://p.scdn.co/mp3-preview/d6c0907c37dd19092189768a077b0e20711a0eeb?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:59OFG0mm09ve4i3RcbmdwB,0.508,0.545,11,-6.425,1,0.037,0.58,0.0,0.361,0.233,129.183,192430,4
584,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4QxNx3iCGFwYYAYXJjV5jm'}, 'href': 'https://api.spotify.com/v1/albums/4QxNx3iCGFwYYAYXJjV5jm', 'id': '4QxNx3iCGFwYYAYXJjV5jm', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f1b652dcdd708992792923ca', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f1b652dcdd708992792923ca', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f1b652dcdd708992792923ca', 'width': 64}], 'name': 'The Beauty Inside Pt. 3 (Original Television Soundtrack)', 'release_date': '2018-10-16', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:4QxNx3iCGFwYYAYXJjV5jm'}",Davichi,1,226213,False,{'isrc': 'KRA341770541'},{'spotify': 'https://open.spotify.com/track/3qMDvt6ljJHkT0u9AE5QWq'},https://api.spotify.com/v1/tracks/3qMDvt6ljJHkT0u9AE5QWq,3qMDvt6ljJHkT0u9AE5QWq,False,True,Falling In Love,50,https://p.scdn.co/mp3-preview/78441adc26637573ed4cdbfa0286189b7f200825?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:3qMDvt6ljJHkT0u9AE5QWq,0.385,0.431,7,-5.703,1,0.0311,0.683,0.0,0.202,0.234,126.795,226213,4
585,"{'album_type': 'compilation', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of'}, 'href': 'https://api.spotify.com/v1/artists/0LyfQWJT6nXafLPZqxe9Of', 'id': '0LyfQWJT6nXafLPZqxe9Of', 'name': 'Various Artists', 'type': 'artist', 'uri': 'spotify:artist:0LyfQWJT6nXafLPZqxe9Of'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3eDeKvz2ZHosFGIWzV7beh'}, 'href': 'https://api.spotify.com/v1/albums/3eDeKvz2ZHosFGIWzV7beh', 'id': '3eDeKvz2ZHosFGIWzV7beh', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27345efc85524f27c2a098bbbc2', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0245efc85524f27c2a098bbbc2', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485145efc85524f27c2a098bbbc2', 'width': 64}], 'name': 'Best OST Collection', 'release_date': '2014-08-08', 'release_date_precision': 'day', 'total_tracks': 19, 'type': 'album', 'uri': 'spotify:album:3eDeKvz2ZHosFGIWzV7beh'}",Davichi,1,247110,False,{'isrc': 'SEYOK1416783'},{'spotify': 'https://open.spotify.com/track/01OLlgq5jPCVMyb1e9CRSN'},https://api.spotify.com/v1/tracks/01OLlgq5jPCVMyb1e9CRSN,01OLlgq5jPCVMyb1e9CRSN,False,True,"It s Alright This Is Love (Inst.) (It’s Okay, That’s Love OST)",45,https://p.scdn.co/mp3-preview/1719dc2a4b05d2e52e7673b95364d3b2e7aa9c8e?cid=ef4c80d91330490ebcdf815a11c05719,7,track,spotify:track:01OLlgq5jPCVMyb1e9CRSN,0.405,0.445,8,-5.193,1,0.0284,0.558,0.0,0.0941,0.104,129.916,247111,3
586,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5Y1OuP3Himx0y3XZTmHUZG'}, 'href': 'https://api.spotify.com/v1/albums/5Y1OuP3Himx0y3XZTmHUZG', 'id': '5Y1OuP3Himx0y3XZTmHUZG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b26255598848f691f2af3891', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b26255598848f691f2af3891', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b26255598848f691f2af3891', 'width': 64}], 'name': 'MYSTIC BALLAD Pt. 2', 'release_date': '2013-03-18', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:5Y1OuP3Himx0y3XZTmHUZG'}",Davichi,1,265653,False,{'isrc': 'KRA341561137'},{'spotify': 'https://open.spotify.com/track/17DIl7dretEdi4TTBrR3gM'},https://api.spotify.com/v1/tracks/17DIl7dretEdi4TTBrR3gM,17DIl7dretEdi4TTBrR3gM,False,True,You Are My Everything,48,https://p.scdn.co/mp3-preview/687d623cc5162e08c4feed437860e1a0609ad953?cid=ef4c80d91330490ebcdf815a11c05719,10,track,spotify:track:17DIl7dretEdi4TTBrR3gM,0.442,0.793,7,-4.475,1,0.0691,0.412,0.0,0.116,0.606,151.966,265653,4
587,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/70x9sacfDW2V31F1dxSHcP'}, 'href': 'https://api.spotify.com/v1/albums/70x9sacfDW2V31F1dxSHcP', 'id': '70x9sacfDW2V31F1dxSHcP', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a3432eecb2157446e247361b', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a3432eecb2157446e247361b', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a3432eecb2157446e247361b', 'width': 64}], 'name': 'Love Delight', 'release_date': '2011-08-29', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:70x9sacfDW2V31F1dxSHcP'}",Davichi,1,231800,False,{'isrc': 'KRA341561072'},{'spotify': 'https://open.spotify.com/track/6MRFzR6Pq1ddqOG9w5Hvhh'},https://api.spotify.com/v1/tracks/6MRFzR6Pq1ddqOG9w5Hvhh,6MRFzR6Pq1ddqOG9w5Hvhh,False,True,안녕이라고 말하지마,47,https://p.scdn.co/mp3-preview/1d2ef3373f718cdc3d367eebe1da5bca76f9ca0a?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:6MRFzR6Pq1ddqOG9w5Hvhh,0.685,0.712,10,-2.963,1,0.0291,0.412,0.0,0.0905,0.49,113.98,231800,4
588,"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1LO8EUUBv1ZdacxIx1KoWF'}, 'href': 'https://api.spotify.com/v1/albums/1LO8EUUBv1ZdacxIx1KoWF', 'id': '1LO8EUUBv1ZdacxIx1KoWF', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273091e7ec989eb21cfaaf95dee', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02091e7ec989eb21cfaaf95dee', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851091e7ec989eb21cfaaf95dee', 'width': 64}], 'name': '&10', 'release_date': '2018-01-26', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:1LO8EUUBv1ZdacxIx1KoWF'}",Davichi,1,273292,False,{'isrc': 'KRA491800080'},{'spotify': 'https://open.spotify.com/track/14xiv5uhzoRdqd3cxHiBbw'},https://api.spotify.com/v1/tracks/14xiv5uhzoRdqd3cxHiBbw,14xiv5uhzoRdqd3cxHiBbw,False,True,Days without you,47,https://p.scdn.co/mp3-preview/80dd639bfd3e3f5368540c8246be29ab76f3656d?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:14xiv5uhzoRdqd3cxHiBbw,0.355,0.448,8,-5.693,1,0.0287,0.744,0.0,0.094,0.132,147.662,273293,4
589,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4z6yrDz5GfKXkeQZjOaZdq'}, 'href': 'https://api.spotify.com/v1/artists/4z6yrDz5GfKXkeQZjOaZdq', 'id': '4z6yrDz5GfKXkeQZjOaZdq', 'name': 'Davichi', 'type': 'artist', 'uri': 'spotify:artist:4z6yrDz5GfKXkeQZjOaZdq'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3uoYRCdVK7j1n88Myog4Z5'}, 'href': 'https://api.spotify.com/v1/albums/3uoYRCdVK7j1n88Myog4Z5', 'id': '3uoYRCdVK7j1n88Myog4Z5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730909e1b879a6b63ba4a0ad26', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020909e1b879a6b63ba4a0ad26', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510909e1b879a6b63ba4a0ad26', 'width': 64}], 'name': 'Davichi In Wonderland', 'release_date': '2009-02-27', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:3uoYRCdVK7j1n88Myog4Z5'}",Davichi,1,219160,False,{'isrc': 'KRA341560988'},{'spotify': 'https://open.spotify.com/track/0a0M1XuLAN2CSlUWryj903'},https://api.spotify.com/v1/tracks/0a0M1XuLAN2CSlUWryj903,0a0M1XuLAN2CSlUWryj903,False,True,8282,46,https://p.scdn.co/mp3-preview/4a70ae1b5a190f8019add319471e8f0a5c7e8034?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:0a0M1XuLAN2CSlUWryj903,0.566,0.676,2,-5.6,1,0.0789,0.0806,0.0,0.095,0.279,143.077,219160,3
590,"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/72nLe76yBFSlP6VBzME358'}, 'href': 'https://api.spotify.com/v1/artists/72nLe76yBFSlP6VBzME358', 'id': '72nLe76yBFSlP6VBzME358', 'name': 'SHAUN', 'type': 'artist', 'uri': 'spotify:artist:72nLe76yBFSlP6VBzME358'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/20gsENnposVs2I4rQ5kvrf'}, 'href': 'https://api.spotify.com/v1/artists/20gsENnposVs2I4rQ5kvrf', 'id': '20gsENnposVs2I4rQ5kvrf', 'name': 'Sam Feldt', 'type': 'artist', 'uri': 'spotify:artist:20gsENnposVs2I4rQ5kvrf'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/13aeLAMXve4Jxd8mNKu068'}, 'href': 'https://api.spotify.com/v1/albums/13aeLAMXve4Jxd8mNKu068', 'id': '13aeLAMXve4Jxd8mNKu068', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27391994452af66b672954b6eb4', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0291994452af66b672954b6eb4', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485191994452af66b672954b6eb4', 'width': 64}], 'name': 'Way Back Home (feat. Conor Maynard) [Sam Feldt Edit]', 'release_date': '2018-12-21', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:13aeLAMXve4Jxd8mNKu068'}",SHAUN,1,192452,False,{'isrc': 'NLZ541801807'},{'spotify': 'https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk'},https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,1ZLrDPgR7mvuTco3rQK8Pk,False,True,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,75,https://p.scdn.co/mp3-preview/896792d0b58857cf31638183de4555eb76612015?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,0.737,0.747,10,-4.818,1,0.0323,0.269,0.0,0.219,0.447,105.943,192453,4
