album,artists,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_local,is_playable,name,popularity,preview_url,track_number,type,uri,artist_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/49vOeJAPxAz6YmVZPNM7ys'}, 'href': 'https://api.spotify.com/v1/artists/49vOeJAPxAz6YmVZPNM7ys', 'id': '49vOeJAPxAz6YmVZPNM7ys', 'name': 'Huh Gak', 'type': 'artist', 'uri': 'spotify:artist:49vOeJAPxAz6YmVZPNM7ys'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/38lsuvSOyR0v4E54K5EaoU'}, 'href': 'https://api.spotify.com/v1/albums/38lsuvSOyR0v4E54K5EaoU', 'id': '38lsuvSOyR0v4E54K5EaoU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273b01efbf56a1210b149020a46', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02b01efbf56a1210b149020a46', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851b01efbf56a1210b149020a46', 'width': 64}], 'name': 'LITTLE GIANT', 'release_date': '2013-02-05', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:38lsuvSOyR0v4E54K5EaoU'}",Huh Gak,1,229355,False,{'isrc': 'KRB131300001'},{'spotify': 'https://open.spotify.com/track/0lI2ohzKlfP1IYj42xIzHQ'},https://api.spotify.com/v1/tracks/0lI2ohzKlfP1IYj42xIzHQ,0lI2ohzKlfP1IYj42xIzHQ,False,True,Monodrama (With. Yu Seung Woo),34,https://p.scdn.co/mp3-preview/121291d9d61473118e0f65e51ae6c3c0ffa56de5?cid=ef4c80d91330490ebcdf815a11c05719,3,track,spotify:track:0lI2ohzKlfP1IYj42xIzHQ,spotify:artist:49vOeJAPxAz6YmVZPNM7ys,0.662,0.426,4,-7.506,0,0.0263,0.78,0.0,0.276,0.439,106.931,229355,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/49vOeJAPxAz6YmVZPNM7ys'}, 'href': 'https://api.spotify.com/v1/artists/49vOeJAPxAz6YmVZPNM7ys', 'id': '49vOeJAPxAz6YmVZPNM7ys', 'name': 'Huh Gak', 'type': 'artist', 'uri': 'spotify:artist:49vOeJAPxAz6YmVZPNM7ys'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6Fd1LU5bM4xBT4CUEjmBm6'}, 'href': 'https://api.spotify.com/v1/albums/6Fd1LU5bM4xBT4CUEjmBm6', 'id': '6Fd1LU5bM4xBT4CUEjmBm6', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f8b76247507a697c003c038c', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f8b76247507a697c003c038c', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f8b76247507a697c003c038c', 'width': 64}], 'name': 'The Tale Of Nokdu 조선로코 - 녹두전 (Original Television Soundtrack), Pt. 8', 'release_date': '2019-11-09', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:6Fd1LU5bM4xBT4CUEjmBm6'}",Huh Gak,1,241000,False,{'isrc': 'KRMIM1920692'},{'spotify': 'https://open.spotify.com/track/1Aq2uYJbHPppr0w0EAyJB8'},https://api.spotify.com/v1/tracks/1Aq2uYJbHPppr0w0EAyJB8,1Aq2uYJbHPppr0w0EAyJB8,False,True,Your warmth 너의 온기,32,https://p.scdn.co/mp3-preview/c891e800b89ddd4e3441759b0e2eb56eda0f3579?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1Aq2uYJbHPppr0w0EAyJB8,spotify:artist:49vOeJAPxAz6YmVZPNM7ys,0.332,0.44,4,-6.25,1,0.0333,0.838,0.0,0.133,0.164,135.889,241000,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2VTq68lUwuwceZbQdrPj6V'}, 'href': 'https://api.spotify.com/v1/albums/2VTq68lUwuwceZbQdrPj6V', 'id': '2VTq68lUwuwceZbQdrPj6V', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273cc4ccd176ab48f1946b712fe', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02cc4ccd176ab48f1946b712fe', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851cc4ccd176ab48f1946b712fe', 'width': 64}], 'name': 'T_wo, First', 'release_date': '2019-06-10', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:2VTq68lUwuwceZbQdrPj6V'}",J_ust,1,210613,False,{'isrc': 'KRA381903277'},{'spotify': 'https://open.spotify.com/track/4M13QYXUbkv5cWYqw7m88u'},https://api.spotify.com/v1/tracks/4M13QYXUbkv5cWYqw7m88u,4M13QYXUbkv5cWYqw7m88u,False,True,Way Back Home,50,https://p.scdn.co/mp3-preview/8f3837f15531e4563d0be448c79bd47bd811ba9e?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:4M13QYXUbkv5cWYqw7m88u,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.498,0.301,11,-8.998,0,0.0434,0.768,0.0,0.114,0.411,65.654,210613,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1rrNQ0ToxdqIPrpB2E6fjI'}, 'href': 'https://api.spotify.com/v1/albums/1rrNQ0ToxdqIPrpB2E6fjI', 'id': '1rrNQ0ToxdqIPrpB2E6fjI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27378301460d35b8ea94c756e45', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0278301460d35b8ea94c756e45', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485178301460d35b8ea94c756e45', 'width': 64}], 'name': 'That kind of love (Feat. Ahin of MOMOLAND)', 'release_date': '2018-04-24', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:1rrNQ0ToxdqIPrpB2E6fjI'}",J_ust,1,212819,False,{'isrc': 'KRB461800257'},{'spotify': 'https://open.spotify.com/track/6aqAhfcE8u4ihqjdgk9ENV'},https://api.spotify.com/v1/tracks/6aqAhfcE8u4ihqjdgk9ENV,6aqAhfcE8u4ihqjdgk9ENV,False,True,That kind of love (Feat. Ahin of MOMOLAND),44,https://p.scdn.co/mp3-preview/9037a84aff9a50cadc1cb73185bba0d996dc69f7?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:6aqAhfcE8u4ihqjdgk9ENV,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.823,0.573,1,-4.741,1,0.0264,0.747,0.0,0.0724,0.828,104.987,212820,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3HJlIfsEGivNW9yoPLjeXp'}, 'href': 'https://api.spotify.com/v1/albums/3HJlIfsEGivNW9yoPLjeXp', 'id': '3HJlIfsEGivNW9yoPLjeXp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2730675abb3a66c120a82f30a05', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e020675abb3a66c120a82f30a05', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048510675abb3a66c120a82f30a05', 'width': 64}], 'name': 'Soft', 'release_date': '2016-10-14', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:3HJlIfsEGivNW9yoPLjeXp'}",J_ust,1,237110,False,{'isrc': 'KRB461601277'},{'spotify': 'https://open.spotify.com/track/4Lw5mDrFF5VdRdoFWKAn6m'},https://api.spotify.com/v1/tracks/4Lw5mDrFF5VdRdoFWKAn6m,4Lw5mDrFF5VdRdoFWKAn6m,False,True,Soft,44,https://p.scdn.co/mp3-preview/ee27922adb9ff06a2168dcd12dece2da3e7378d5?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:4Lw5mDrFF5VdRdoFWKAn6m,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.686,0.332,9,-7.586,1,0.0324,0.769,0.0,0.0684,0.399,148.071,237110,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6rC5u5pmmC6S0rL0twg80C'}, 'href': 'https://api.spotify.com/v1/albums/6rC5u5pmmC6S0rL0twg80C', 'id': '6rC5u5pmmC6S0rL0twg80C', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27309740fd1a552a03f060231be', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0209740fd1a552a03f060231be', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485109740fd1a552a03f060231be', 'width': 64}], 'name': 'O_ne', 'release_date': '2017-06-05', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:6rC5u5pmmC6S0rL0twg80C'}",J_ust,1,263453,False,{'isrc': 'KRB461700353'},{'spotify': 'https://open.spotify.com/track/6ZlU1n8Hqh38ZU4NmzsDJ8'},https://api.spotify.com/v1/tracks/6ZlU1n8Hqh38ZU4NmzsDJ8,6ZlU1n8Hqh38ZU4NmzsDJ8,False,True,How's your night,42,https://p.scdn.co/mp3-preview/067fc6638813ab502c0bdff635fb345e7ab86e0a?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:6ZlU1n8Hqh38ZU4NmzsDJ8,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.755,0.365,0,-7.461,0,0.0294,0.825,0.0,0.109,0.57,92.048,263453,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/3AfjZrMs5QewjUSPHfklgL'}, 'href': 'https://api.spotify.com/v1/albums/3AfjZrMs5QewjUSPHfklgL', 'id': '3AfjZrMs5QewjUSPHfklgL', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2733ba599d17f139f719c8aa129', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e023ba599d17f139f719c8aa129', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048513ba599d17f139f719c8aa129', 'width': 64}], 'name': ""Girl's World (Original Television Soundtrack), Pt. 2"", 'release_date': '2020-05-09', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:3AfjZrMs5QewjUSPHfklgL'}",J_ust,1,194106,False,{'isrc': 'KRA492000568'},{'spotify': 'https://open.spotify.com/track/1BWKZ94ognDAUXWxQjHQza'},https://api.spotify.com/v1/tracks/1BWKZ94ognDAUXWxQjHQza,1BWKZ94ognDAUXWxQjHQza,False,True,What are you doing this evening,42,https://p.scdn.co/mp3-preview/674d8df90dacee334fcec34550e2a4d9c2f213c0?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:1BWKZ94ognDAUXWxQjHQza,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.628,0.522,11,-4.892,1,0.0555,0.729,0.0,0.0791,0.666,169.998,194107,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7JKxvinZqgB6w5X7ck8Wwk'}, 'href': 'https://api.spotify.com/v1/albums/7JKxvinZqgB6w5X7ck8Wwk', 'id': '7JKxvinZqgB6w5X7ck8Wwk', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2731ec056ec4693c773f03675e5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e021ec056ec4693c773f03675e5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048511ec056ec4693c773f03675e5', 'width': 64}], 'name': 'B_ye', 'release_date': '2018-11-19', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:7JKxvinZqgB6w5X7ck8Wwk'}",J_ust,1,241025,False,{'isrc': 'KRA381801946'},{'spotify': 'https://open.spotify.com/track/3ISTUp8tjTZxDQyhwMQbP5'},https://api.spotify.com/v1/tracks/3ISTUp8tjTZxDQyhwMQbP5,3ISTUp8tjTZxDQyhwMQbP5,False,True,Rain In The Night,41,https://p.scdn.co/mp3-preview/cdc73f4d81794ebf5d5763c8c87491d08a7a2ef0?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:3ISTUp8tjTZxDQyhwMQbP5,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.434,0.276,9,-11.134,1,0.0406,0.935,5.54e-05,0.38,0.352,91.723,241025,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6jfjO5f2SuzkXZHlE7pH4B'}, 'href': 'https://api.spotify.com/v1/albums/6jfjO5f2SuzkXZHlE7pH4B', 'id': '6jfjO5f2SuzkXZHlE7pH4B', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739fdc2f84d33785b949d4fdaf', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029fdc2f84d33785b949d4fdaf', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519fdc2f84d33785b949d4fdaf', 'width': 64}], 'name': 'H_ello?', 'release_date': '2018-06-12', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:6jfjO5f2SuzkXZHlE7pH4B'}",J_ust,1,223200,False,{'isrc': 'KRB461800335'},{'spotify': 'https://open.spotify.com/track/5lDeH3wAzJ1YnBYDPL6NYk'},https://api.spotify.com/v1/tracks/5lDeH3wAzJ1YnBYDPL6NYk,5lDeH3wAzJ1YnBYDPL6NYk,False,True,I want to be a pillow,40,https://p.scdn.co/mp3-preview/744848cb9e8a40e33186b85d0dfe5441c2423f83?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:5lDeH3wAzJ1YnBYDPL6NYk,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.698,0.369,7,-5.946,0,0.0406,0.82,0.0,0.0894,0.596,128.027,223200,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6ICh5ekibNXg1CJEWztazW'}, 'href': 'https://api.spotify.com/v1/albums/6ICh5ekibNXg1CJEWztazW', 'id': '6ICh5ekibNXg1CJEWztazW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273278a35dda8aba81941865168', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02278a35dda8aba81941865168', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851278a35dda8aba81941865168', 'width': 64}], 'name': 'T_wo', 'release_date': '2020-03-23', 'release_date_precision': 'day', 'total_tracks': 8, 'type': 'album', 'uri': 'spotify:album:6ICh5ekibNXg1CJEWztazW'}",J_ust,1,226133,False,{'isrc': 'KRA382000845'},{'spotify': 'https://open.spotify.com/track/0H1aG96BRR4VfDayFuEZ4C'},https://api.spotify.com/v1/tracks/0H1aG96BRR4VfDayFuEZ4C,0H1aG96BRR4VfDayFuEZ4C,False,True,Under the night we were facing our breakup,40,https://p.scdn.co/mp3-preview/98fe200ef0e64a9735149508df073cf9723905b0?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:0H1aG96BRR4VfDayFuEZ4C,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.541,0.326,11,-7.981,1,0.0278,0.62,0.0,0.121,0.208,136.086,226133,4
"{'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6ICh5ekibNXg1CJEWztazW'}, 'href': 'https://api.spotify.com/v1/albums/6ICh5ekibNXg1CJEWztazW', 'id': '6ICh5ekibNXg1CJEWztazW', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273278a35dda8aba81941865168', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02278a35dda8aba81941865168', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851278a35dda8aba81941865168', 'width': 64}], 'name': 'T_wo', 'release_date': '2020-03-23', 'release_date_precision': 'day', 'total_tracks': 8, 'type': 'album', 'uri': 'spotify:album:6ICh5ekibNXg1CJEWztazW'}",J_ust,1,237106,False,{'isrc': 'KRA382000851'},{'spotify': 'https://open.spotify.com/track/2tqwVC2POBU8BrHlzgkRK2'},https://api.spotify.com/v1/tracks/2tqwVC2POBU8BrHlzgkRK2,2tqwVC2POBU8BrHlzgkRK2,False,True,will be happy,39,https://p.scdn.co/mp3-preview/20f3260397860a375d88a6755b0e624acfdc7e0a?cid=ef4c80d91330490ebcdf815a11c05719,7,track,spotify:track:2tqwVC2POBU8BrHlzgkRK2,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.612,0.192,8,-11.109,1,0.0365,0.861,0.0,0.248,0.359,119.643,237107,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Jj218qsLCZlYHwRGbXEGZ'}, 'href': 'https://api.spotify.com/v1/artists/6Jj218qsLCZlYHwRGbXEGZ', 'id': '6Jj218qsLCZlYHwRGbXEGZ', 'name': 'J_ust', 'type': 'artist', 'uri': 'spotify:artist:6Jj218qsLCZlYHwRGbXEGZ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6VlqnZEXPCAqiL1IfEKX6c'}, 'href': 'https://api.spotify.com/v1/albums/6VlqnZEXPCAqiL1IfEKX6c', 'id': '6VlqnZEXPCAqiL1IfEKX6c', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2738d1a598726cf40468b7eaa0e', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e028d1a598726cf40468b7eaa0e', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d000048518d1a598726cf40468b7eaa0e', 'width': 64}], 'name': 'Love Revolution (Original Webtoon Soundtrack), Pt. 2', 'release_date': '2019-04-17', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:6VlqnZEXPCAqiL1IfEKX6c'}",J_ust,1,240733,False,{'isrc': 'KRMIM1906491'},{'spotify': 'https://open.spotify.com/track/0i28ygiBZomLVQHG2OgB4F'},https://api.spotify.com/v1/tracks/0i28ygiBZomLVQHG2OgB4F,0i28ygiBZomLVQHG2OgB4F,False,True,As You Know,39,https://p.scdn.co/mp3-preview/2c358e3f3dfba46be381b5bd55290bf8579d2d6b?cid=ef4c80d91330490ebcdf815a11c05719,1,track,spotify:track:0i28ygiBZomLVQHG2OgB4F,spotify:artist:6Jj218qsLCZlYHwRGbXEGZ,0.402,0.33,11,-6.489,1,0.0259,0.617,0.0,0.201,0.225,78.034,240733,3
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/25KT93FeotUTHC1dbLasxi'}, 'href': 'https://api.spotify.com/v1/artists/25KT93FeotUTHC1dbLasxi', 'id': '25KT93FeotUTHC1dbLasxi', 'name': 'A.C.E', 'type': 'artist', 'uri': 'spotify:artist:25KT93FeotUTHC1dbLasxi'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2vPS5jNTrZKc6Qx7TTvPpD'}, 'href': 'https://api.spotify.com/v1/albums/2vPS5jNTrZKc6Qx7TTvPpD', 'id': '2vPS5jNTrZKc6Qx7TTvPpD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27371b6820367755d9a4969b0a7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0271b6820367755d9a4969b0a7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485171b6820367755d9a4969b0a7', 'width': 64}], 'name': 'UNDER COVER : THE MAD SQUAD', 'release_date': '2019-10-29', 'release_date_precision': 'day', 'total_tracks': 6, 'type': 'album', 'uri': 'spotify:album:2vPS5jNTrZKc6Qx7TTvPpD'}",A.C.E,1,207243,False,{'isrc': 'KRB461900697'},{'spotify': 'https://open.spotify.com/track/1ORdoHKOgLdfQM6oNaYAUZ'},https://api.spotify.com/v1/tracks/1ORdoHKOgLdfQM6oNaYAUZ,1ORdoHKOgLdfQM6oNaYAUZ,False,True,SAVAGE,58,https://p.scdn.co/mp3-preview/e40d8ae2bc40949f069014caf0bf6f7b88373ac9?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:1ORdoHKOgLdfQM6oNaYAUZ,spotify:artist:25KT93FeotUTHC1dbLasxi,0.59,0.903,7,-2.585,1,0.0621,0.0132,0.0,0.112,0.733,160.08,207244,4
"{'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/25KT93FeotUTHC1dbLasxi'}, 'href': 'https://api.spotify.com/v1/artists/25KT93FeotUTHC1dbLasxi', 'id': '25KT93FeotUTHC1dbLasxi', 'name': 'A.C.E', 'type': 'artist', 'uri': 'spotify:artist:25KT93FeotUTHC1dbLasxi'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/4ylfr2WVQIF57PCHS2vIAY'}, 'href': 'https://api.spotify.com/v1/albums/4ylfr2WVQIF57PCHS2vIAY', 'id': '4ylfr2WVQIF57PCHS2vIAY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273f94dba7f2472d3cfdd844545', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02f94dba7f2472d3cfdd844545', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851f94dba7f2472d3cfdd844545', 'width': 64}], 'name': 'UNDER COVER', 'release_date': '2019-05-17', 'release_date_precision': 'day', 'total_tracks': 4, 'type': 'album', 'uri': 'spotify:album:4ylfr2WVQIF57PCHS2vIAY'}",A.C.E,1,226920,False,{'isrc': 'KRB461900324'},{'spotify': 'https://open.spotify.com/track/26x7ih7lOBFwYpXUHJUoqD'},https://api.spotify.com/v1/tracks/26x7ih7lOBFwYpXUHJUoqD,26x7ih7lOBFwYpXUHJUoqD,False,True,Under Cover,56,https://p.scdn.co/mp3-preview/c51005e9a9aa77680acd9651cb1d6f2c0b9720c9?cid=ef4c80d91330490ebcdf815a11c05719,2,track,spotify:track:26x7ih7lOBFwYpXUHJUoqD,spotify:artist:25KT93FeotUTHC1dbLasxi,0.595,0.875,5,-2.969,0,0.0737,0.0321,0.0,0.173,0.59,85.981,226921,4
